,Name,Last modified,Size
10380,74796099999.csv,2024-01-19 10:42,6.0M
10381,74900599999.csv,2024-01-19 10:34,4.7M
10382,74904599999.csv,2024-01-19 10:38,14M
10383,74904800415.csv,2024-01-19 10:18,15M
10384,74907799999.csv,2024-01-19 10:28,5.1M
10385,74916799999.csv,2024-01-19 10:01,8.9M
10386,74917100479.csv,2024-01-19 10:31,13M
10387,74917399999.csv,2024-01-19 10:36,11M
10388,74917900392.csv,2024-01-19 10:42,14M
10389,74923000393.csv,2024-01-19 10:08,8.6M
10390,74948300394.csv,2024-01-19 10:23,14M
10391,74948400395.csv,2024-01-19 10:00,15M
10392,74948500396.csv,2024-01-19 09:57,12M
10393,74948600397.csv,2024-01-19 10:43,14M
10394,76001399999.csv,2024-01-19 10:42,4.8M
10395,76005399999.csv,2024-01-19 10:13,3.5M
10396,76040099999.csv,2024-01-19 10:42,662K
10397,76055099999.csv,2024-01-19 10:45,365K
10398,76061099999.csv,2024-01-19 10:09,814K
10399,76075399999.csv,2024-01-19 10:44,2.9M
10400,76113099999.csv,2024-01-19 10:04,730K
10401,76118099999.csv,2024-01-19 09:56,5.4K
10402,76122099999.csv,2024-01-19 09:58,1.1M
10403,76160099999.csv,2024-01-19 10:31,5.1M
10404,76220099999.csv,2024-01-19 10:22,1.1M
10405,76225099999.csv,2024-01-19 10:10,1.1M
10406,76225399999.csv,2024-01-19 10:33,3.0M
10407,76243099999.csv,2024-01-19 10:34,2.7M
10408,76253099999.csv,2024-01-19 10:05,2.8M
10409,76255599999.csv,2024-01-19 10:31,4.0M
10410,76256099999.csv,2024-01-19 09:54,856K
10411,76258099999.csv,2024-01-19 10:39,476K
10412,76286399999.csv,2024-01-19 09:55,2.4M
10413,76305099999.csv,2024-01-19 10:00,3.3M
10414,76311099999.csv,2024-01-19 10:20,794K
10415,76323099999.csv,2024-01-19 09:53,1.0M
10416,76342099999.csv,2024-01-19 09:55,2.3M
10417,76349099999.csv,2024-01-19 10:10,3.6K
10418,76350399999.csv,2024-01-19 10:12,2.5M
10419,76361599999.csv,2024-01-19 10:06,2.7M
10420,76373099999.csv,2024-01-19 09:50,276K
10421,76382099999.csv,2024-01-19 10:29,4.1M
10422,76390099999.csv,2024-01-19 10:23,4.0M
10423,76393099999.csv,2024-01-19 10:15,616K
10424,76394099999.csv,2024-01-19 10:45,3.4M
10425,76394399999.csv,2024-01-19 10:42,4.7M
10426,76399399999.csv,2024-01-19 09:57,2.6M
10427,76402099999.csv,2024-01-19 10:31,1.0M
10428,76405099999.csv,2024-01-19 10:42,1.0M
10429,76405599999.csv,2024-01-19 10:11,3.2M
10430,76405699999.csv,2024-01-19 10:00,3.0M
10431,76412099999.csv,2024-01-19 10:28,4.1M
10432,76423099999.csv,2024-01-19 10:15,1.1M
10433,76423599999.csv,2024-01-19 10:29,3.0M
10434,76458099999.csv,2024-01-19 10:33,1.2M
10435,76459399999.csv,2024-01-19 10:34,4.9M
10436,76471099999.csv,2024-01-19 10:18,1.0M
10437,76490099999.csv,2024-01-19 09:55,897K
10438,76491099999.csv,2024-01-19 09:50,1.1M
10439,76491599999.csv,2024-01-19 10:15,2.7M
10440,76499099999.csv,2024-01-19 09:55,917K
10441,76519099999.csv,2024-01-19 10:27,677K
10442,76525099999.csv,2024-01-19 10:39,201K
10443,76525599999.csv,2024-01-19 10:21,3.4M
10444,76539099999.csv,2024-01-19 10:22,5.9M
10445,76548099999.csv,2024-01-19 09:56,1.0M
10446,76549399999.csv,2024-01-19 10:38,3.5M
10447,76556099999.csv,2024-01-19 10:33,3.8M
10448,76571099999.csv,2024-01-19 10:26,4.7M
10449,76573099999.csv,2024-01-19 10:00,347K
10450,76577099999.csv,2024-01-19 10:06,529K
10451,76577399999.csv,2024-01-19 10:23,4.0M
10452,76580199999.csv,2024-01-19 10:22,447K
10453,76581099999.csv,2024-01-19 10:14,1.1M
10454,76585099999.csv,2024-01-19 10:24,725K
10455,76593099999.csv,2024-01-19 10:16,1.0M
10456,76595099999.csv,2024-01-19 10:37,4.8M
10457,76601399999.csv,2024-01-19 10:01,3.3M
10458,76612099999.csv,2024-01-19 10:32,1.1M
10459,76612799999.csv,2024-01-19 10:09,2.4M
10460,76613399999.csv,2024-01-19 10:35,4.9M
10461,76625099999.csv,2024-01-19 10:37,5.5M
10462,76632099999.csv,2024-01-19 09:47,1.1M
10463,76634099999.csv,2024-01-19 10:18,1.1M
10464,76640099999.csv,2024-01-19 10:41,1.1M
10465,76644099999.csv,2024-01-19 10:41,6.2M
10466,76647099999.csv,2024-01-19 10:00,1.1M
10467,76648099999.csv,2024-01-19 10:01,3.6M
10468,76653499999.csv,2024-01-19 10:03,2.4M
10469,76654099999.csv,2024-01-19 09:55,1.2M
10470,76654699999.csv,2024-01-19 09:48,2.5M
10471,76656099999.csv,2024-01-19 10:03,740K
10472,76658099999.csv,2024-01-19 10:42,3.4M
10473,76662099999.csv,2024-01-19 09:52,1.1M
10474,76665099999.csv,2024-01-19 10:20,1.1M
10475,76665599999.csv,2024-01-19 10:24,5.6M
10476,76675099999.csv,2024-01-19 10:43,1.1M
10477,76675399999.csv,2024-01-19 09:53,5.3M
10478,76679399999.csv,2024-01-19 10:05,6.2M
10479,76680099999.csv,2024-01-19 10:04,802K
10480,76683099999.csv,2024-01-19 10:14,1.1M
10481,76685099999.csv,2024-01-19 10:25,3.2M
10482,76687099999.csv,2024-01-19 10:32,1.2M
10483,76691399999.csv,2024-01-19 09:52,3.8M
10484,76692099999.csv,2024-01-19 10:33,1.2M
10485,76695099999.csv,2024-01-19 10:08,3.9M
10486,76698099999.csv,2024-01-19 09:53,938K
10487,76726099999.csv,2024-01-19 10:37,2.9M
10488,76737099999.csv,2024-01-19 10:15,1.2M
10489,76738099999.csv,2024-01-19 10:10,475K
10490,76738399999.csv,2024-01-19 10:23,2.6M
10491,76741099999.csv,2024-01-19 10:20,1.1M
10492,76743099999.csv,2024-01-19 09:51,1.1M
10493,76743399999.csv,2024-01-19 09:50,3.4M
10494,76749399999.csv,2024-01-19 10:05,3.0M
10495,76750099999.csv,2024-01-19 09:48,3.8M
10496,76750399999.csv,2024-01-19 10:21,2.4M
10497,76751099999.csv,2024-01-19 10:22,48K
10498,76758499999.csv,2024-01-19 10:26,2.7M
10499,76762099999.csv,2024-01-19 10:29,1.1M
10500,76773099999.csv,2024-01-19 10:25,1.0M
10501,76775099999.csv,2024-01-19 10:32,1.0M
10502,76775599999.csv,2024-01-19 10:23,2.6M
10503,76805099999.csv,2024-01-19 10:13,1.1M
10504,76805699999.csv,2024-01-19 10:36,3.1M
10505,76833099999.csv,2024-01-19 10:03,709K
10506,76840099999.csv,2024-01-19 10:19,1.1M
10507,76843099999.csv,2024-01-19 09:50,4.8M
10508,76845099999.csv,2024-01-19 10:43,1.2M
10509,76848099999.csv,2024-01-19 09:52,1.2M
10510,76848599999.csv,2024-01-19 10:21,2.6M
10511,76855099999.csv,2024-01-19 10:06,856K
10512,76855699999.csv,2024-01-19 10:36,2.8M
10513,76856099999.csv,2024-01-19 10:40,67K
10514,76903099999.csv,2024-01-19 09:59,1.1M
10515,76904399999.csv,2024-01-19 10:29,4.0M
10516,78016013601.csv,2024-01-19 10:44,7.4M
10517,78062099999.csv,2024-01-19 10:05,5.7M
10518,78073099999.csv,2024-01-19 09:59,5.9M
10519,78083099999.csv,2024-01-19 10:36,3.7K
10520,78118099999.csv,2024-01-19 10:31,1.7M
10521,78121099999.csv,2024-01-19 09:58,2.2M
10522,78221599999.csv,2024-01-19 10:43,3.6K
10523,78224099999.csv,2024-01-19 10:06,6.3M
10524,78229099999.csv,2024-01-19 10:35,4.8M
10525,78244099999.csv,2024-01-19 09:50,4.3M
10526,78255099999.csv,2024-01-19 09:55,6.3M
10527,78256199999.csv,2024-01-19 10:10,4.5M
10528,78262399999.csv,2024-01-19 10:40,4.9M
10529,78264099999.csv,2024-01-19 10:09,4.6M
10530,78265099999.csv,2024-01-19 10:43,3.7K
10531,78328099999.csv,2024-01-19 09:56,3.6K
10532,78333499999.csv,2024-01-19 10:42,4.3M
10533,78346599999.csv,2024-01-19 10:30,4.7M
10534,78367011706.csv,2024-01-19 10:31,5.4M
10535,78383099999.csv,2024-01-19 10:34,3.6K
10536,78384011813.csv,2024-01-19 10:05,3.8M
10537,78384199999.csv,2024-01-19 10:18,3.1M
10538,78384299999.csv,2024-01-19 10:20,4.6M
10539,78388099999.csv,2024-01-19 10:13,6.2M
10540,78397099999.csv,2024-01-19 10:12,6.3M
10541,78409099999.csv,2024-01-19 10:10,1.1M
10542,78439099999.csv,2024-01-19 09:54,4.5M
10543,78451099999.csv,2024-01-19 10:13,8.1K
10544,78457099999.csv,2024-01-19 10:16,3.6M
10545,78457599999.csv,2024-01-19 10:14,2.6M
10546,78458099999.csv,2024-01-19 09:56,1.2M
10547,78460099999.csv,2024-01-19 10:22,5.7M
10548,78464099999.csv,2024-01-19 10:41,6.4K
10549,78466099999.csv,2024-01-19 10:09,6.4K
10550,78467099999.csv,2024-01-19 10:04,701K
10551,78473099999.csv,2024-01-19 09:56,10K
10552,78478599999.csv,2024-01-19 10:44,3.3M
10553,78479099999.csv,2024-01-19 10:36,5.4M
10554,78480099999.csv,2024-01-19 10:07,7.5K
10555,78482099999.csv,2024-01-19 10:19,3.1M
10556,78484099999.csv,2024-01-19 10:16,8.8K
10557,78485099999.csv,2024-01-19 10:00,5.8M
10558,78486099999.csv,2024-01-19 10:38,1.1M
10559,78486599999.csv,2024-01-19 10:16,2.3M
10560,78488099999.csv,2024-01-19 10:08,849K
10561,78514011603.csv,2024-01-19 09:49,3.5M
10562,78526011641.csv,2024-01-19 09:59,7.6M
10563,78526500494.csv,2024-01-19 10:06,2.9M
10564,78535011630.csv,2024-01-19 10:01,7.8M
10565,78543011640.csv,2024-01-19 10:36,7.1M
10566,78550099999.csv,2024-01-19 10:13,2.8M
10567,78551011624.csv,2024-01-19 10:40,7.1M
10568,78583099999.csv,2024-01-19 09:52,4.5M
10569,78615099999.csv,2024-01-19 10:08,51K
10570,78627099999.csv,2024-01-19 10:09,4.1M
10571,78629099999.csv,2024-01-19 09:48,46K
10572,78631099999.csv,2024-01-19 10:30,2.4M
10573,78637099999.csv,2024-01-19 10:36,4.1M
10574,78637299999.csv,2024-01-19 10:20,2.4M
10575,78637699999.csv,2024-01-19 10:31,4.5M
10576,78639099999.csv,2024-01-19 10:36,2.6M
10577,78641099999.csv,2024-01-19 10:00,5.0M
10578,78644599999.csv,2024-01-19 10:10,2.4M
10579,78647099999.csv,2024-01-19 10:22,3.1M
10580,78647599999.csv,2024-01-19 09:47,2.3M
10581,78649099999.csv,2024-01-19 10:11,49K
10582,78650099999.csv,2024-01-19 10:00,3.6M
10583,78652099999.csv,2024-01-19 10:26,3.7K
10584,78655099999.csv,2024-01-19 10:10,2.6M
10585,78663099999.csv,2024-01-19 10:28,2.8M
10586,78666099999.csv,2024-01-19 10:19,4.9M
10587,78670099999.csv,2024-01-19 10:06,2.6M
10588,78672099999.csv,2024-01-19 10:07,1.9M
10589,78703099999.csv,2024-01-19 10:30,4.7M
10590,78704099999.csv,2024-01-19 09:58,3.2M
10591,78705099999.csv,2024-01-19 09:59,4.8M
10592,78706099999.csv,2024-01-19 10:23,3.1M
10593,78707099999.csv,2024-01-19 10:22,3.1M
10594,78708099999.csv,2024-01-19 09:51,5.3M
10595,78711099999.csv,2024-01-19 09:57,2.7M
10596,78714099999.csv,2024-01-19 10:14,4.7M
10597,78717099999.csv,2024-01-19 10:42,3.3M
10598,78718099999.csv,2024-01-19 09:57,3.1M
10599,78719099999.csv,2024-01-19 09:58,3.2M
10600,78720099999.csv,2024-01-19 09:59,6.6M
10601,78721099999.csv,2024-01-19 10:13,3.4M
10602,78724099999.csv,2024-01-19 10:18,3.1M
10603,78730099999.csv,2024-01-19 10:22,2.2M
10604,78733099999.csv,2024-01-19 10:22,2.2M
10605,78734099999.csv,2024-01-19 10:09,2.2M
10606,78735099999.csv,2024-01-19 10:13,2.2M
10607,78739099999.csv,2024-01-19 10:21,2.2M
10608,78741099999.csv,2024-01-19 10:43,4.8M
10609,78742199999.csv,2024-01-19 09:54,1.8M
10610,78745099999.csv,2024-01-19 10:32,2.1M
10611,78762099999.csv,2024-01-19 10:06,6.5M
10612,78764099999.csv,2024-01-19 10:12,3.9M
10613,78767099999.csv,2024-01-19 10:34,3.4M
10614,78774099999.csv,2024-01-19 10:10,5.1M
10615,78792099999.csv,2024-01-19 09:57,4.7M
10616,78793099999.csv,2024-01-19 10:34,3.8M
10617,78793599999.csv,2024-01-19 10:39,1.1M
10618,78795099999.csv,2024-01-19 10:13,854K
10619,78795599999.csv,2024-01-19 10:24,2.9M
10620,78795799999.csv,2024-01-19 09:47,2.3M
10621,78846099999.csv,2024-01-19 09:54,753K
10622,78846199999.csv,2024-01-19 10:10,2.3M
10623,78858099999.csv,2024-01-19 10:09,3.3M
10624,78859099999.csv,2024-01-19 10:14,2.4M
10625,78862099999.csv,2024-01-19 09:50,6.3M
10626,78862599999.csv,2024-01-19 10:44,2.4M
10627,78866000399.csv,2024-01-19 10:05,6.6M
10628,78873000400.csv,2024-01-19 10:26,7.9M
10629,78897000401.csv,2024-01-19 10:37,11M
10630,78905000402.csv,2024-01-19 10:35,3.5M
10631,78906000403.csv,2024-01-19 09:52,2.7M
10632,78922099999.csv,2024-01-19 10:29,4.5K
10633,78925000404.csv,2024-01-19 10:14,11M
10634,78947000405.csv,2024-01-19 10:16,3.2M
10635,78948000406.csv,2024-01-19 09:49,6.4M
10636,78954000408.csv,2024-01-19 10:11,5.5M
10637,78958000409.csv,2024-01-19 10:41,6.4M
10638,78961300410.csv,2024-01-19 10:44,6.4M
10639,78962099999.csv,2024-01-19 10:42,3.7K
10640,78970011634.csv,2024-01-19 10:44,6.6M
10641,78982000411.csv,2024-01-19 09:53,6.4M
10642,78988000412.csv,2024-01-19 10:10,7.1M
10643,78990000413.csv,2024-01-19 10:42,8.7M
10644,80001099999.csv,2024-01-19 10:39,4.7M
10645,80002099999.csv,2024-01-19 10:11,773K
10646,80009099999.csv,2024-01-19 09:53,1.4M
10647,80022099999.csv,2024-01-19 10:05,4.7M
10648,80028099999.csv,2024-01-19 10:07,4.9M
10649,80035099999.csv,2024-01-19 10:28,505K
10650,80036099999.csv,2024-01-19 10:13,669K
10651,80063099999.csv,2024-01-19 10:23,940K
10652,80084099999.csv,2024-01-19 10:29,867K
10653,80091099999.csv,2024-01-19 10:15,462K
10654,80094099999.csv,2024-01-19 10:10,3.1M
10655,80097099999.csv,2024-01-19 10:01,3.4M
10656,80099099999.csv,2024-01-19 10:25,1.1M
10657,80110099999.csv,2024-01-19 10:06,651K
10658,80112099999.csv,2024-01-19 10:00,5.1M
10659,80139099999.csv,2024-01-19 10:18,672K
10660,80144099999.csv,2024-01-19 10:01,815K
10661,80149099999.csv,2024-01-19 10:23,511K
10662,80154099999.csv,2024-01-19 10:21,320K
10663,80210099999.csv,2024-01-19 09:48,3.4M
10664,80211099999.csv,2024-01-19 10:29,1.3M
10665,80214099999.csv,2024-01-19 10:08,1.0M
10666,80222099999.csv,2024-01-19 10:37,5.2M
10667,80222299999.csv,2024-01-19 10:30,372K
10668,80222399999.csv,2024-01-19 10:13,778K
10669,80222599999.csv,2024-01-19 09:57,251K
10670,80222699999.csv,2024-01-19 10:44,553K
10671,80222799999.csv,2024-01-19 09:56,363K
10672,80234099999.csv,2024-01-19 10:41,582K
10673,80252099999.csv,2024-01-19 10:13,276K
10674,80259099999.csv,2024-01-19 10:37,5.2M
10675,80308099999.csv,2024-01-19 10:06,569K
10676,80315099999.csv,2024-01-19 09:50,846K
10677,80322099999.csv,2024-01-19 10:40,340K
10678,80342099999.csv,2024-01-19 09:56,684K
10679,80354099999.csv,2024-01-19 10:40,613K
10680,80361099999.csv,2024-01-19 10:19,530K
10681,80370099999.csv,2024-01-19 10:24,693K
10682,80372099999.csv,2024-01-19 10:39,714K
10683,80398099999.csv,2024-01-19 09:52,4.6M
10684,80407099999.csv,2024-01-19 10:29,1.1M
10685,80410099999.csv,2024-01-19 10:05,4.4M
10686,80413099999.csv,2024-01-19 09:55,3.2M
10687,80414399999.csv,2024-01-19 10:08,59K
10688,80415099999.csv,2024-01-19 10:12,7.7M
10689,80416099999.csv,2024-01-19 10:20,2.4M
10690,80421099999.csv,2024-01-19 10:15,922K
10691,80421499999.csv,2024-01-19 10:09,3.2M
10692,80428099999.csv,2024-01-19 09:54,3.5M
10693,80431099999.csv,2024-01-19 10:13,3.4M
10694,80440099999.csv,2024-01-19 10:08,2.3M
10695,80440399999.csv,2024-01-19 10:33,106K
10696,80448099999.csv,2024-01-19 10:02,1.3M
10697,80450099999.csv,2024-01-19 10:03,76K
10698,80457099999.csv,2024-01-19 10:42,1.0M
10699,80472099999.csv,2024-01-19 10:27,1.8M
10700,81001099999.csv,2024-01-19 10:13,651K
10701,81002010502.csv,2024-01-19 09:55,5.9M
10702,81003099999.csv,2024-01-19 10:38,2.4M
10703,81005099999.csv,2024-01-19 10:19,216K
10704,81006099999.csv,2024-01-19 09:54,394K
10705,81058099999.csv,2024-01-19 10:17,497K
10706,81100099999.csv,2024-01-19 10:02,324K
10707,81200099999.csv,2024-01-19 09:59,4.2M
10708,81202099999.csv,2024-01-19 09:51,1.1M
10709,81225099999.csv,2024-01-19 10:12,6.4M
10710,81401099999.csv,2024-01-19 10:19,260K
10711,81402099999.csv,2024-01-19 10:12,3.6K
10712,81405099999.csv,2024-01-19 10:25,11M
10713,81408099999.csv,2024-01-19 10:18,20K
10714,81415099999.csv,2024-01-19 10:11,11K
10715,81615099999.csv,2024-01-19 10:22,71K
10716,81637099999.csv,2024-01-19 10:15,4.0K
10717,81660099999.csv,2024-01-19 10:06,399K
10718,81680099999.csv,2024-01-19 10:12,3.7M
10719,81682099999.csv,2024-01-19 09:56,3.1M
10720,81685099999.csv,2024-01-19 10:17,9.6K
10721,81700099999.csv,2024-01-19 10:36,1.2M
10722,81711099999.csv,2024-01-19 10:36,3.2M
10723,81715099999.csv,2024-01-19 10:38,3.2M
10724,81729099999.csv,2024-01-19 10:35,1.5M
10725,81730099999.csv,2024-01-19 09:55,3.3M
10726,81732099999.csv,2024-01-19 09:57,750K
10727,81733099999.csv,2024-01-19 09:58,1.5M
10728,81739099999.csv,2024-01-19 10:41,135K
10729,81743099999.csv,2024-01-19 10:29,198K
10730,81752099999.csv,2024-01-19 09:52,2.9M
10731,81754099999.csv,2024-01-19 10:21,122K
10732,81758099999.csv,2024-01-19 09:57,3.8M
10733,81774099999.csv,2024-01-19 10:43,3.8M
10734,81784099999.csv,2024-01-19 10:34,3.6M
10735,81786099999.csv,2024-01-19 09:55,901K
10736,81790099999.csv,2024-01-19 10:20,3.7M
10737,81794099999.csv,2024-01-19 10:38,3.4M
10738,81797099999.csv,2024-01-19 10:43,200K
10739,81798099999.csv,2024-01-19 10:12,3.9M
10740,81820099999.csv,2024-01-19 10:37,1.7M
10741,81821099999.csv,2024-01-19 10:28,121K
10742,81822099999.csv,2024-01-19 10:00,3.8M
10743,81823099999.csv,2024-01-19 10:38,355K
10744,81825099999.csv,2024-01-19 10:10,2.6M
10745,81827099999.csv,2024-01-19 10:28,3.6M
10746,81830099999.csv,2024-01-19 10:09,3.8M
10747,81831099999.csv,2024-01-19 09:52,1.1M
10748,81832099999.csv,2024-01-19 10:03,3.8M
10749,81835099999.csv,2024-01-19 10:13,2.6M
10750,81839099999.csv,2024-01-19 10:32,2.5M
10751,81846099999.csv,2024-01-19 10:15,4.5K
10752,81847099999.csv,2024-01-19 10:34,1.5M
10753,81860099999.csv,2024-01-19 10:00,180K
10754,81863099999.csv,2024-01-19 10:14,1.3M
10755,81866099999.csv,2024-01-19 09:57,134K
10756,81868099999.csv,2024-01-19 10:09,1.2M
10757,81873099999.csv,2024-01-19 10:10,3.3M
10758,81875099999.csv,2024-01-19 10:17,1.5M
10759,81877099999.csv,2024-01-19 10:14,3.9M
10760,81878099999.csv,2024-01-19 10:37,346K
10761,81888099999.csv,2024-01-19 09:47,3.5M
10762,81900099999.csv,2024-01-19 10:27,7.7K
10763,81901099999.csv,2024-01-19 09:49,3.5M
10764,81905099999.csv,2024-01-19 10:16,341K
10765,81908099999.csv,2024-01-19 09:54,1.7M
10766,81910099999.csv,2024-01-19 10:26,2.7M
10767,81911099999.csv,2024-01-19 10:30,1.3M
10768,81912099999.csv,2024-01-19 10:41,3.2M
10769,81913099999.csv,2024-01-19 10:01,2.4M
10770,81914099999.csv,2024-01-19 10:04,2.4M
10771,81915099999.csv,2024-01-19 10:34,312K
10772,81916099999.csv,2024-01-19 10:19,3.8M
10773,81917099999.csv,2024-01-19 10:24,1.9M
10774,81918099999.csv,2024-01-19 09:55,1.6M
10775,81924099999.csv,2024-01-19 10:35,1.0M
10776,81927099999.csv,2024-01-19 10:16,3.6K
10777,81940099999.csv,2024-01-19 10:13,4.1K
10778,81941099999.csv,2024-01-19 10:03,1.8M
10779,81950099999.csv,2024-01-19 10:45,2.1M
10780,81951099999.csv,2024-01-19 10:03,3.8M
10781,81953099999.csv,2024-01-19 10:17,1.7M
10782,81954099999.csv,2024-01-19 09:48,3.9M
10783,81955099999.csv,2024-01-19 10:40,4.0K
10784,81956099999.csv,2024-01-19 10:27,224K
10785,81957099999.csv,2024-01-19 10:28,3.5M
10786,81958099999.csv,2024-01-19 10:36,3.7M
10787,81963099999.csv,2024-01-19 10:34,4.1K
10788,81965099999.csv,2024-01-19 10:36,54K
10789,81976099999.csv,2024-01-19 10:29,282K
10790,81978099999.csv,2024-01-19 10:08,11K
10791,81982099999.csv,2024-01-19 10:13,694K
10792,81985099999.csv,2024-01-19 10:13,2.7M
10793,81986099999.csv,2024-01-19 10:27,1.2M
10794,81987099999.csv,2024-01-19 09:59,1.3M
10795,81988099999.csv,2024-01-19 10:20,3.5M
10796,81989099999.csv,2024-01-19 10:28,1.5M
10797,81990099999.csv,2024-01-19 10:18,2.8M
10798,81991099999.csv,2024-01-19 09:56,1.7M
10799,81992099999.csv,2024-01-19 10:04,15K
10800,81995099999.csv,2024-01-19 10:38,3.5M
10801,81996099999.csv,2024-01-19 09:56,372K
10802,81997099999.csv,2024-01-19 10:01,2.2M
10803,81998099999.csv,2024-01-19 09:54,3.7M
10804,82017099999.csv,2024-01-19 10:01,1.5M
10805,82022099999.csv,2024-01-19 10:38,6.1M
10806,82024099999.csv,2024-01-19 10:11,220K
10807,82030599999.csv,2024-01-19 10:01,917K
10808,82030699999.csv,2024-01-19 10:27,4.1M
10809,82042099999.csv,2024-01-19 10:17,553K
10810,82096099999.csv,2024-01-19 10:30,288K
10811,82098099999.csv,2024-01-19 10:16,5.1M
10812,82099099999.csv,2024-01-19 10:11,693K
10813,82107099999.csv,2024-01-19 10:13,1.6M
10814,82108099999.csv,2024-01-19 10:42,642K
10815,82111099999.csv,2024-01-19 09:48,5.0M
10816,82113099999.csv,2024-01-19 10:44,392K
10817,82141099999.csv,2024-01-19 10:07,179K
10818,82143099999.csv,2024-01-19 09:51,718K
10819,82145099999.csv,2024-01-19 10:01,495K
10820,82178099999.csv,2024-01-19 10:20,256K
10821,82181099999.csv,2024-01-19 10:11,499K
10822,82184099999.csv,2024-01-19 10:15,507K
10823,82188099999.csv,2024-01-19 09:58,501K
10824,82191099999.csv,2024-01-19 09:47,490K
10825,82193099999.csv,2024-01-19 09:49,6.4M
10826,82198099999.csv,2024-01-19 10:44,543K
10827,82212099999.csv,2024-01-19 10:15,340K
10828,82244099999.csv,2024-01-19 09:56,5.2M
10829,82246099999.csv,2024-01-19 10:08,483K
10830,82263099999.csv,2024-01-19 10:24,451K
10831,82280099999.csv,2024-01-19 10:03,481K
10832,82281099999.csv,2024-01-19 09:56,6.2M
10833,82288099999.csv,2024-01-19 10:06,1.6M
10834,82317099999.csv,2024-01-19 10:20,3.0M
10835,82326099999.csv,2024-01-19 10:08,131K
10836,82331099999.csv,2024-01-19 10:04,187K
10837,82332099999.csv,2024-01-19 10:10,6.1M
10838,82333099999.csv,2024-01-19 10:20,687K
10839,82336099999.csv,2024-01-19 10:18,532K
10840,82336699999.csv,2024-01-19 10:43,4.6M
10841,82353099999.csv,2024-01-19 10:08,2.4M
10842,82361099999.csv,2024-01-19 10:15,392K
10843,82376099999.csv,2024-01-19 10:28,444K
10844,82382099999.csv,2024-01-19 10:17,471K
10845,82397099999.csv,2024-01-19 10:09,228K
10846,82398099999.csv,2024-01-19 09:58,6.1M
10847,82400099999.csv,2024-01-19 09:56,7.2M
10848,82410099999.csv,2024-01-19 10:31,313K
10849,82411099999.csv,2024-01-19 10:11,2.4M
10850,82444099999.csv,2024-01-19 10:20,2.5M
10851,82445099999.csv,2024-01-19 10:27,538K
10852,82460099999.csv,2024-01-19 10:09,294K
10853,82476099999.csv,2024-01-19 10:00,290K
10854,82480099999.csv,2024-01-19 10:09,262K
10855,82533099999.csv,2024-01-19 09:56,2.9M
10856,82562099999.csv,2024-01-19 10:30,4.0M
10857,82564099999.csv,2024-01-19 10:18,3.4M
10858,82565099999.csv,2024-01-19 10:07,300K
10859,82567099999.csv,2024-01-19 10:22,2.6M
10860,82571099999.csv,2024-01-19 10:26,305K
10861,82578099999.csv,2024-01-19 10:24,280K
10862,82579099999.csv,2024-01-19 09:54,6.1M
10863,82586099999.csv,2024-01-19 10:42,498K
10864,82588099999.csv,2024-01-19 10:34,257K
10865,82590099999.csv,2024-01-19 10:13,380K
10866,82591099999.csv,2024-01-19 09:56,1.6M
10867,82595099999.csv,2024-01-19 10:33,595K
10868,82596099999.csv,2024-01-19 10:28,115K
10869,82598099999.csv,2024-01-19 10:16,131K
10870,82599099999.csv,2024-01-19 10:39,5.9M
10871,82599199999.csv,2024-01-19 10:31,4.0M
10872,82610099999.csv,2024-01-19 10:36,396K
10873,82640099999.csv,2024-01-19 10:13,767K
10874,82659099999.csv,2024-01-19 10:27,303K
10875,82668099999.csv,2024-01-19 10:39,193K
10876,82676099999.csv,2024-01-19 10:03,483K
10877,82678099999.csv,2024-01-19 09:51,85K
10878,82683099999.csv,2024-01-19 10:42,211K
10879,82686099999.csv,2024-01-19 10:17,155K
10880,82689099999.csv,2024-01-19 10:15,488K
10881,82690099999.csv,2024-01-19 09:50,179K
10882,82693099999.csv,2024-01-19 10:33,156K
10883,82696099999.csv,2024-01-19 09:47,47K
10884,82704099999.csv,2024-01-19 10:41,1.7M
10885,82723099999.csv,2024-01-19 10:23,410K
10886,82753099999.csv,2024-01-19 10:05,465K
10887,82764099999.csv,2024-01-19 09:47,2.1M
10888,82765099999.csv,2024-01-19 10:23,421K
10889,82768099999.csv,2024-01-19 10:44,479K
10890,82780099999.csv,2024-01-19 10:25,68K
10891,82784099999.csv,2024-01-19 10:07,184K
10892,82791099999.csv,2024-01-19 10:14,57K
10893,82792099999.csv,2024-01-19 10:15,257K
10894,82795099999.csv,2024-01-19 10:18,3.8M
10895,82796099999.csv,2024-01-19 09:58,14K
10896,82797099999.csv,2024-01-19 10:00,152K
10897,82798099999.csv,2024-01-19 10:37,5.4M
10898,82798199999.csv,2024-01-19 09:51,3.1M
10899,82808099999.csv,2024-01-19 09:47,3.2M
10900,82824099999.csv,2024-01-19 10:23,6.5M
10901,82861099999.csv,2024-01-19 10:12,2.8M
10902,82863099999.csv,2024-01-19 10:23,546K
10903,82879099999.csv,2024-01-19 09:51,315K
10904,82882099999.csv,2024-01-19 09:58,66K
10905,82886099999.csv,2024-01-19 10:26,280K
10906,82890099999.csv,2024-01-19 10:06,327K
10907,82893099999.csv,2024-01-19 10:39,56K
10908,82899099999.csv,2024-01-19 10:25,6.4M
10909,82900099999.csv,2024-01-19 10:20,23K
10910,82915099999.csv,2024-01-19 10:42,194K
